Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
pakastani-onyx-apothecary-lidded-canisters,Pakastani Onyx Apothecary Lidded Canisters,"<p>This noble pair of Pakastani Onyx marble canisters feature beautiful and complex marble in salmon, stone grey and carmine. They are sealed by door knob like lids. One of the jars fea...</p><p><strong>Materials:</strong> Marble</p><p><strong>Category:</strong> Vintage 1960s American Serving Pieces</p>",Antique Furniture Co.,Home & Garden > Decor > Vases,Decorative Vessel,Marble,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-076,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/333/XXX_8899_1335721935_1-01.jpg?width=2000&quality=90,1,Pakastani Onyx Apothecary Lidded Canisters,FALSE,Pakastani Onyx Apothecary Lidded Canisters | Antique Furniture Co.,"This noble pair of Pakastani Onyx marble canisters feature beautiful and complex marble in salmon, stone grey and carmine. They are sealed by door knob lik",Home & Garden > Decor > Vases,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
circa-1910-pink-marabou-amp-tortoiseshell-framed-fan,Circa 1910 Pink Marabou &amp; Tortoiseshell Framed Fan,"<p>Beautiful Pink Maribou Feathers ribbed with perfect tortoiseshell sticks &amp; handle, is framed with soft pink velvet backing and gold leaf wood. This style of fan, once used for presen...</p><p><strong>Category:</strong> 20th Century Unknown Shadow Boxes</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,20th Century,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-077,5000,shopify,1,deny,manual,2900,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/55/8899_1277167058_1_1-01.jpg?width=2000&quality=90,1,Circa 1910 Pink Marabou &amp; Tortoiseshell Framed Fan,FALSE,Circa 1910 Pink Marabou &amp; Tortoiseshell Framed | Antique Furniture Co.,"Beautiful Pink Maribou Feathers ribbed with perfect tortoiseshell sticks &amp; handle, is framed with soft pink velvet backing and gold leaf wood. This sty",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
oli-painting-of-bali-by-w-hardy,Oli Painting of Bali By W. Hardy,"<p>Oil Painting of bare-breasted Balinese women in the country side. Signed W. Hardy and Dated 1973 with a note that reads ""Love Bali"".</p><p><strong>Materials:</strong> Canvas</p><p><strong>Category:</strong> Vintage 1970s Balinese Paintings</p>",Antique Furniture Co.,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Painting,Canvas,TRUE,Title,Default Title,,,,,ANT-PAINTING-078,5000,shopify,1,deny,manual,3800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/133/8899_1299264346_2.jpg?width=2000&quality=90,1,Oli Painting of Bali By W. Hardy,FALSE,Oli Painting of Bali By W. Hardy | Antique Furniture Co.,"Oil Painting of bare-breasted Balinese women in the country side. Signed W. Hardy and Dated 1973 with a note that reads ""Love Bali"".","Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
oli-painting-of-bali-by-w-hardy,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/132/XXX_8899_1299262668_1.jpg?width=2000&quality=90,2,Oli Painting of Bali By W. Hardy - Image 2,,,,,,,,,,,,,,,,,,,,
oli-painting-of-bali-by-w-hardy,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/132/XXX_8899_1299262668_1-01.jpg?width=2000&quality=90,3,Oli Painting of Bali By W. Hardy - Image 3,,,,,,,,,,,,,,,,,,,,
bust-of-a-maasai-tribesman,Bust of a Maasai Tribesman,"<p>Skillfully executed bust of a Maasai tribes man, carved in a dense ebony. Ebony is found only in the Sahara desert; the interior of the tree is solid black and as you move away from ...</p><p><strong>Category:</strong> Vintage 1950s Kenyan Folk Art Sculptures</p>",Antique Furniture Co.,Home & Garden > Decor > Artwork > Sculptures & Statues,Sculpture,,TRUE,Title,Default Title,,,,,ANT-SCULPTURE-079,15000,shopify,1,deny,manual,2200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/155/XXX_8899_1303324096_1.jpg?width=2000&quality=90,1,Bust of a Maasai Tribesman,FALSE,Bust of a Maasai Tribesman | Antique Furniture Co.,"Skillfully executed bust of a Maasai tribes man, carved in a dense ebony. Ebony is found only in the Sahara desert; the interior of the tree is solid black",Home & Garden > Decor > Artwork > Sculptures & Statues,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
african-elephant-head-occasional-table-with-moroccan-brass-top,African Elephant-Head Occasional Table with Moroccan Brass Top,"<p>Dark carved African elephant head figures, possibly ebony, holds the hand filigreed brass tray table top. Hemp skirting adorns lower torsos.</p><p><strong>Category:</strong> Early 20th Century African Side Tables</p>",Antique Furniture Co.,Furniture > Tables,Table,"African, 20th Century",TRUE,Title,Default Title,,,,,ANT-TABLE-080,25000,shopify,1,deny,manual,5300,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/357/XXX_8899_1343827571_1.jpg?width=2000&quality=90,1,African Elephant-Head Occasional Table with Moroccan Brass Top,FALSE,African Elephant-Head Occasional Table with Morocc | Antique Furniture Co.,"Dark carved African elephant head figures, possibly ebony, holds the hand filigreed brass tray table top. Hemp skirting adorns lower torsos.",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
mid-century-coro-creeper-earrings,Mid-Century Coro Creeper Earrings,<p>Ice blue rhinestones delicately climb the ear on these fabulous mid century Coro creeper earrings. A luminescent silver tone strand ties this leafy bouquet together as it makes its s...</p><p><strong>Category:</strong> Vintage 1940s American Mid-Century Modern Collectible Jewelry</p>,Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"Mid-Century, Modern",TRUE,Title,Default Title,,,,,ANT-JEWELRY-081,5000,shopify,1,deny,manual,320,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/220/8899_1314806165_2.jpg?width=2000&quality=90,1,Mid-Century Coro Creeper Earrings,FALSE,Mid-Century Coro Creeper Earrings | Antique Furniture Co.,Ice blue rhinestones delicately climb the ear on these fabulous mid century Coro creeper earrings. A luminescent silver tone strand ties this leafy bouquet,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
mid-century-coro-creeper-earrings,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/218/XXX_8899_1314740951_1.jpg?width=2000&quality=90,2,Mid-Century Coro Creeper Earrings - Image 2,,,,,,,,,,,,,,,,,,,,
mid-century-coro-creeper-earrings,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/218/XXX_8899_1314740951_1-01.jpg?width=2000&quality=90,3,Mid-Century Coro Creeper Earrings - Image 3,,,,,,,,,,,,,,,,,,,,
vintage-atomic-age-dichroic-glass-cabochon-clip-on-earrings,Vintage Atomic Age Dichroic Glass Cabochon Clip On Earrings,<p>This Atomic age set of clip on earrings feature two large cabochon dichroic glass orbs that have a planetary appearance. Firey oranges and opalescent purples contrast and change colo...</p><p><strong>Category:</strong> Vintage 1950s American Collectible Jewelry</p>,Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,Vintage,TRUE,Title,Default Title,,,,,ANT-JEWELRY-082,5000,shopify,1,deny,manual,125,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/240/XXX_8899_1319666880_1-01.jpg?width=2000&quality=90,1,Vintage Atomic Age Dichroic Glass Cabochon Clip On Earrings,FALSE,Vintage Atomic Age Dichroic Glass Cabochon Clip On | Antique Furniture Co.,This Atomic age set of clip on earrings feature two large cabochon dichroic glass orbs that have a planetary appearance. Firey oranges and opalescent purpl,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
vintage-aero-pak-cardboard-suitcase,Vintage Aero Pak Cardboard Suitcase,"<p>The cardboard suit case has become an icon of 20th century history, bespeaking a myriad tales of emigration, displacement and homecomings. This suitcase, manufactured by Aero Pak of ...</p><p><strong>Category:</strong> Vintage 1940s American Trunks and Luggage</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,Vintage,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-083,5000,shopify,1,deny,manual,250,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/306/XXX_8899_1330444247_1-01.jpg?width=2000&quality=90,1,Vintage Aero Pak Cardboard Suitcase,FALSE,Vintage Aero Pak Cardboard Suitcase | Antique Furniture Co.,"The cardboard suit case has become an icon of 20th century history, bespeaking a myriad tales of emigration, displacement and homecomings. This suitcase, m",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
batak-medicine-bone,Batak Medicine Bone,<p>This carved cow bone with lizard motif was made by the Batak people from the highlands of North Sumatra in Indonesia. The ornately decorated bone is hollow and used to store medicina...</p><p><strong>Materials:</strong> Wood</p><p><strong>Category:</strong> Vintage 1940s Tribal Art</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,Wood,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-084,5000,shopify,1,deny,manual,1800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/154/8899_1303318956_2.jpg?width=2000&quality=90,1,Batak Medicine Bone,FALSE,Batak Medicine Bone | Antique Furniture Co.,This carved cow bone with lizard motif was made by the Batak people from the highlands of North Sumatra in Indonesia. The ornately decorated bone is hollow,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
batak-medicine-bone,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/154/XXX_8899_1303318956_1.jpg?width=2000&quality=90,2,Batak Medicine Bone - Image 2,,,,,,,,,,,,,,,,,,,,
batak-medicine-bone,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/154/XXX_8899_1303318956_1-01.jpg?width=2000&quality=90,3,Batak Medicine Bone - Image 3,,,,,,,,,,,,,,,,,,,,
vintage-french-cabochon-earrings,Vintage French Cabochon Earrings,"<p>Elegant clip style chandelier earrings with cascading hand made blue cabochon glass surrounded by clear cut rhinestones. These earrings are stamped ""made in France"".</p><p><strong>Category:</strong> 20th Century French Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"20th Century, French, Vintage",TRUE,Title,Default Title,,,,,ANT-JEWELRY-085,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/77/8899_1278596682_1-01.jpg?width=2000&quality=90,1,Vintage French Cabochon Earrings,FALSE,Vintage French Cabochon Earrings | Antique Furniture Co.,"Elegant clip style chandelier earrings with cascading hand made blue cabochon glass surrounded by clear cut rhinestones. These earrings are stamped ""made i",Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
mid-century-costume-beaded-pendant,Mid Century Costume Beaded Pendant,<p>Burst of colored beads bedazzle in a daring costume pendant.</p><p><strong>Category:</strong> Vintage 1950s American Collectible Jewelry</p>,Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,,TRUE,Title,Default Title,,,,,ANT-JEWELRY-086,5000,shopify,1,deny,manual,300,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/05_13/costumebroach1r/XXX_costumeBroach1r-01.jpg?width=2000&quality=90,1,Mid Century Costume Beaded Pendant,FALSE,Mid Century Costume Beaded Pendant | Antique Furniture Co.,Burst of colored beads bedazzle in a daring costume pendant.,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
cast-iron-foo-dog-sculpture,Cast Iron Foo Dog Sculpture,"<p>This cast iron piece features a statuary male Chinese guardian Lion (Foo Dog) proudly balancing both hands atop an embroidered ball, representing supremacy over the world. A traditio...</p><p><strong>Materials:</strong> Iron</p><p><strong>Category:</strong> 20th Century Chinese Metalwork</p>",Antique Furniture Co.,Home & Garden > Decor > Artwork > Sculptures & Statues,Sculpture,"20th Century, Chinese, Iron",TRUE,Title,Default Title,,,,,ANT-SCULPTURE-087,15000,shopify,1,deny,manual,1680,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/dog_ball2/Dog_Ball2_l.jpg?width=2000&quality=90,1,Cast Iron Foo Dog Sculpture,FALSE,Cast Iron Foo Dog Sculpture | Antique Furniture Co.,"This cast iron piece features a statuary male Chinese guardian Lion (Foo Dog) proudly balancing both hands atop an embroidered ball, representing supremacy",Home & Garden > Decor > Artwork > Sculptures & Statues,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
cast-iron-foo-dog-sculpture,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6768/ORG_ORG__P9Y6768.jpg?width=2000&quality=90,2,Cast Iron Foo Dog Sculpture - Image 2,,,,,,,,,,,,,,,,,,,,
beaded-jet-necklace-with-jet-stone-from-india-signed-by-artist,Beaded Jet Necklace with Jet Stone from India signed by Artist,"<p>Beaded with 3.25"" x 3.5"" pendant. Exotic black jet stone with beaded garland that clasps at pendant, signed by artist.</p><p><strong>Materials:</strong> Stone</p><p><strong>Category:</strong> Vintage 1960s Metalwork</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,Stone,TRUE,Title,Default Title,,,,,ANT-JEWELRY-088,5000,shopify,1,deny,manual,2500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/52_12/BlackNecklace1/ORG_BlackNecklace1.jpg?width=2000&quality=90,1,Beaded Jet Necklace with Jet Stone from India signed by Artist,FALSE,Beaded Jet Necklace with Jet Stone from India sign | Antique Furniture Co.,"Beaded with 3.25"" x 3.5"" pendant. Exotic black jet stone with beaded garland that clasps at pendant, signed by artist.",Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
antique-sea-shell-pill-box,Antique Sea Shell Pill Box,<p>Unique shell pillbox with silver scrollwork screwcap unwinds to the insides of a captive nautilus for any tiny little thing that you would like to hide away in a natural container.</p><p><strong>Materials:</strong> Shell</p><p><strong>Category:</strong> Antique 19th Century Unknown Collectibles and Curiosities</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, Shell",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-089,5000,shopify,1,deny,manual,500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/52_12/shellbox1/XXX_shellbox1-01.jpg?width=2000&quality=90,1,Antique Sea Shell Pill Box,FALSE,Antique Sea Shell Pill Box | Antique Furniture Co.,Unique shell pillbox with silver scrollwork screwcap unwinds to the insides of a captive nautilus for any tiny little thing that you would like to hide awa,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
les-bernard-vintage-jet-amp-gold-clip-earrings,Les Bernard Vintage Jet &amp; Gold Clip Earrings,"<p>Large pair of diamond jet earrings in oval settings encased in signed by designer,  in etched gold with clips.</p><p><strong>Category:</strong> Vintage 1940s French Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"French, Vintage",TRUE,Title,Default Title,,,,,ANT-JEWELRY-090,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/52_12/LesBernardEarings2/LesBernardEarings2_l.jpg?width=2000&quality=90,1,Les Bernard Vintage Jet &amp; Gold Clip Earrings,FALSE,Les Bernard Vintage Jet &amp; Gold Clip Earrings | Antique Furniture Co.,"Large pair of diamond jet earrings in oval settings encased in signed by designer,  in etched gold with clips.",Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
les-bernard-vintage-jet-amp-gold-clip-earrings,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/52_12/LesBernardEarings1/ORG_LesBernardEarings1.jpg?width=2000&quality=90,2,Les Bernard Vintage Jet &amp; Gold Clip Earrings - Image 2,,,,,,,,,,,,,,,,,,,,
les-bernard-vintage-jet-amp-gold-clip-earrings,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/52_12/LesBernardEarings1/XXX_LesBernardEarings1-01.jpg?width=2000&quality=90,3,Les Bernard Vintage Jet &amp; Gold Clip Earrings - Image 3,,,,,,,,,,,,,,,,,,,,
mid-century-rhinestone-spray-earrings-by-kramer-of-new-york,Mid-Century Rhinestone Spray Earrings By Kramer of New York,"<p>A wonderful pair of Rhinestone Earings most likely made in the 1950's. They are signed ""Kramer"" for Kramer of New York. The firm was located on 5th Avenue in New York City until they...</p><p><strong>Category:</strong> Vintage 1950s American Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,Mid-Century,TRUE,Title,Default Title,,,,,ANT-JEWELRY-091,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/136/XXX_8899_1300216301-01.jpg?width=2000&quality=90,1,Mid-Century Rhinestone Spray Earrings By Kramer of New York,FALSE,Mid-Century Rhinestone Spray Earrings By Kramer of | Antique Furniture Co.,"A wonderful pair of Rhinestone Earings most likely made in the 1950's. They are signed ""Kramer"" for Kramer of New York. The firm was located on 5th Avenue ",Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
1930-s-vogue-dress-clip,1930's Vogue Dress Clip,"<p>This fabulous dress clip is iconic of Depression-era jewelry. The 1930's clip brooch was one of the most versatile jewels ever invented, for the variety of ways in which the clip bro...</p><p><strong>Category:</strong> Vintage 1930s Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,,TRUE,Title,Default Title,,,,,ANT-JEWELRY-092,5000,shopify,1,deny,manual,300,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/103/XXX_8899_1289680640_1-01.jpg?width=2000&quality=90,1,1930's Vogue Dress Clip,FALSE,1930's Vogue Dress Clip | Antique Furniture Co.,"This fabulous dress clip is iconic of Depression-era jewelry. The 1930's clip brooch was one of the most versatile jewels ever invented, for the variety of",Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
dazzling-jazz-age-mod-earrings,Dazzling Jazz Age Mod Earrings,"<p>No, not all that glitters is gold and thank goodness!  Mix up your jewelry collection with these grandiose and glamorous decoupage earrings. These dramatic earrings are an amalgamati...</p><p><strong>Materials:</strong> Enamel</p><p><strong>Category:</strong> Vintage 1960s American Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,Enamel,TRUE,Title,Default Title,,,,,ANT-JEWELRY-093,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/151/8899_1301594944_2.jpg?width=2000&quality=90,1,Dazzling Jazz Age Mod Earrings,FALSE,Dazzling Jazz Age Mod Earrings | Antique Furniture Co.,"No, not all that glitters is gold and thank goodness!  Mix up your jewelry collection with these grandiose and glamorous decoupage earrings. These dramatic",Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
dazzling-jazz-age-mod-earrings,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/151/XXX_8899_1301594944_1.jpg?width=2000&quality=90,2,Dazzling Jazz Age Mod Earrings - Image 2,,,,,,,,,,,,,,,,,,,,
dazzling-jazz-age-mod-earrings,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/151/XXX_8899_1301594944_1-01.jpg?width=2000&quality=90,3,Dazzling Jazz Age Mod Earrings - Image 3,,,,,,,,,,,,,,,,,,,,
pair-of-vintage-jet-japanese-earrings,Pair of  Vintage Jet Japanese Earrings,<p>This pair of Japanese earrings feature lovely etched pagodas with Mount Fuji suspended in a rectangular metal frame are suspended from Jet studs.</p><p><strong>Materials:</strong> Metal</p><p><strong>Category:</strong> Vintage 1950s American Collectible Jewelry</p>,Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"Metal, Vintage",TRUE,Title,Default Title,,,,,ANT-JEWELRY-094,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/347/XXX_8899_1338436035_1-01.jpg?width=2000&quality=90,1,Pair of  Vintage Jet Japanese Earrings,FALSE,Pair of  Vintage Jet Japanese Earrings | Antique Furniture Co.,This pair of Japanese earrings feature lovely etched pagodas with Mount Fuji suspended in a rectangular metal frame are suspended from Jet studs.,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
vintage-lizard-skin-bag-by-sterling,Vintage Lizard Skin Bag By Sterling,<p>This lovely genuine lizard skin bag by Sterling USA utilizes a simple and classic hand bag design to accentuate the exotic lizard skin from which it is composed. The texture of this ...</p><p><strong>Category:</strong> Vintage 1950s American Collectible Jewelry</p>,Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,Vintage,TRUE,Title,Default Title,,,,,ANT-JEWELRY-095,5000,shopify,1,deny,manual,250,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/305/XXX_8899_1330443791_1-01.jpg?width=2000&quality=90,1,Vintage Lizard Skin Bag By Sterling,FALSE,Vintage Lizard Skin Bag By Sterling | Antique Furniture Co.,This lovely genuine lizard skin bag by Sterling USA utilizes a simple and classic hand bag design to accentuate the exotic lizard skin from which it is com,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
deco-style-mid-century-lizard-hard-case-handbag,Deco Style Mid Century Lizard Hard Case Handbag,<p>This deco style mid century lizard hard case handbag features brass banding with a substantial thumb release clasp. Brass metal ferules once held a handle. This would make a stylish ...</p><p><strong>Materials:</strong> Brass</p><p><strong>Category:</strong> Vintage 1950s American Collectible Jewelry</p>,Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,Brass,TRUE,Title,Default Title,,,,,ANT-JEWELRY-096,5000,shopify,1,deny,manual,250,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/302/8899_1330392286_2.jpg?width=2000&quality=90,1,Deco Style Mid Century Lizard Hard Case Handbag,FALSE,Deco Style Mid Century Lizard Hard Case Handbag | Antique Furniture Co.,This deco style mid century lizard hard case handbag features brass banding with a substantial thumb release clasp. Brass metal ferules once held a handle.,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
deco-style-mid-century-lizard-hard-case-handbag,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/302/XXX_8899_1330392286_1.jpg?width=2000&quality=90,2,Deco Style Mid Century Lizard Hard Case Handbag - Image 2,,,,,,,,,,,,,,,,,,,,
deco-style-mid-century-lizard-hard-case-handbag,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/302/XXX_8899_1330392286_1-01.jpg?width=2000&quality=90,3,Deco Style Mid Century Lizard Hard Case Handbag - Image 3,,,,,,,,,,,,,,,,,,,,
vintage-ostrich-purse,Vintage Ostrich Purse,<p>Vintage ostrich purse locally made in South Africa.</p><p><strong>Materials:</strong> Ostrich Leather</p><p><strong>Category:</strong> Vintage 1960s South African More Furniture and Collectibles</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"African, Ostrich Leather, Vintage",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-097,5000,shopify,1,deny,manual,450,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/52_12/Purse1/ORG_Purse1.jpg?width=2000&quality=90,1,Vintage Ostrich Purse,FALSE,Vintage Ostrich Purse | Antique Furniture Co.,Vintage ostrich purse locally made in South Africa.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
asian-carved-soapstone-of-seated-figure-on-carved-base,Asian Carved Soapstone of Seated Figure on Carved Base,<p>This Asian style carved figure is made of pink and white veined soap stone. It sits upon a carved black base. This seated figure holds a gift in his hand and will bring you good luck.</p><p><strong>Materials:</strong> Soapstone</p><p><strong>Category:</strong> 20th Century Chinese Sculptures</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Asian, 20th Century, Chinese, Soapstone",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-098,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/327/XXX_8899_1335392575_1-01.jpg?width=2000&quality=90,1,Asian Carved Soapstone of Seated Figure on Carved Base,FALSE,Asian Carved Soapstone of Seated Figure on Carved  | Antique Furniture Co.,This Asian style carved figure is made of pink and white veined soap stone. It sits upon a carved black base. This seated figure holds a gift in his hand a,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
chinese-carved-wooden-figure-of-bearded-immortal-holding-a-staff,Chinese Carved Wooden Figure of Bearded Immortal Holding a Staff,"<p>This statue of ""Man Who Never Dies"" otherwise known as an immortal, his attribute is to hold staff in one hand and the sacred peach in other. It is composed of rose colored Chinese w...</p><p><strong>Category:</strong> 20th Century Chinese Folk Art Sculptures</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Chinese",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-099,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/331/8899_1335716654_2.jpg?width=2000&quality=90,1,Chinese Carved Wooden Figure of Bearded Immortal Holding a Staff,FALSE,Chinese Carved Wooden Figure of Bearded Immortal H | Antique Furniture Co.,"This statue of ""Man Who Never Dies"" otherwise known as an immortal, his attribute is to hold staff in one hand and the sacred peach in other. It is compose",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
chinese-carved-wooden-figure-of-bearded-immortal-holding-a-staff,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/331/XXX_8899_1335716654_1.jpg?width=2000&quality=90,2,Chinese Carved Wooden Figure of Bearded Immortal Holding a Staff - Image 2,,,,,,,,,,,,,,,,,,,,
chinese-carved-wooden-figure-of-bearded-immortal-holding-a-staff,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/331/XXX_8899_1335716654_1-01.jpg?width=2000&quality=90,3,Chinese Carved Wooden Figure of Bearded Immortal Holding a Staff - Image 3,,,,,,,,,,,,,,,,,,,,
