Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
faux-edge-molded-fireplace-mantle,Faux Edge-Molded Fireplace Mantle,"<p>Lovely edge-molding details. Faux Granite top and faux wood veneer surround. The piece to achieve the ambient look and feel of a real fireplace in a city apartment with faux logs or ...</p><p><strong>Materials:</strong> Synthetic</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century Unknown Edwardian Fireplaces and Mantels</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Edwardian, 20th Century, Synthetic",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-070,5000,shopify,1,deny,manual,2800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/22_13/fauxmantle10/ORG_FauxMantle1.jpg?width=2000&quality=90,1,Faux Edge-Molded Fireplace Mantle,FALSE,Faux Edge-Molded Fireplace Mantle | Antique Furniture Co.,Lovely edge-molding details. Faux Granite top and faux wood veneer surround. The piece to achieve the ambient look and feel of a real fireplace in a city a,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
antique-architect-s-stool,Antique Architect's Stool,"<p>Authentic, arcchtes stool with mahogany frame black leather and old neailhead trim.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique Late 18th Century English Stools</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Antique, 18th Century, English",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-071,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/14_15/leatherstool_1/leatherstool_1_l.jpeg?width=2000&quality=90,1,Antique Architect's Stool,FALSE,Antique Architect's Stool | Antique Furniture Co.,"Authentic, arcchtes stool with mahogany frame black leather and old neailhead trim.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
antique-architect-s-stool,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/16_15/2076972/ORG_2076972.jpeg?width=2000&quality=90,2,Antique Architect's Stool - Image 2,,,,,,,,,,,,,,,,,,,,
antique-architect-s-stool,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/16_15/2076972/2076972_l_s.jpeg?width=2000&quality=90,3,Antique Architect's Stool - Image 3,,,,,,,,,,,,,,,,,,,,
parisian-cafe-armchair-by-palececk,Parisian Cafe Armchair by Palececk,"<p>This cafe chair was meticulously handcrafted in France of the finest natural materials. First the rattan frame of the cafe chair is steamed and hand formed after which each cafe chai...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Mid-20th Century Club Chairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,20th Century,TRUE,Title,Default Title,,,,,ANT-CHAIR-072,10000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/1121189/f_28279821456837059911/2827982_s.jpeg?width=2000&quality=90,1,Parisian Cafe Armchair by Palececk,FALSE,Parisian Cafe Armchair by Palececk | Antique Furniture Co.,This cafe chair was meticulously handcrafted in France of the finest natural materials. First the rattan frame of the cafe chair is steamed and hand formed,Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
old-texas-mule-deer-mounted-antlers,Old Texas Mule Deer Mounted Antlers,"<p>These antlers are mounters on a round plywood plaque covered in a brown and ivory blanket type textile. Skull covered in suede with piping around base of antlers.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1960s American Rustic Animal Sculptures</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-073,5000,shopify,1,deny,manual,1440,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/49_14/org_whitetail_on_disc/ORG_whitetail_on_disc_s.jpeg?width=2000&quality=90,1,Old Texas Mule Deer Mounted Antlers,FALSE,Old Texas Mule Deer Mounted Antlers | Antique Furniture Co.,These antlers are mounters on a round plywood plaque covered in a brown and ivory blanket type textile. Skull covered in suede with piping around base of a,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
antique-french-ship-doors,Antique French Ship Doors,"<p>This authentic antique pair of curved ship doors came from a very old vessel. The doors are curved at bottom as if fitted for a sailing ship. Made of oak planks, the doors have raise...</p><p><strong>Materials:</strong> Oak</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 18th Century and Earlier French Doors and Gates</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Antique, 18th Century, French, Oak",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-074,5000,shopify,1,deny,manual,12000,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/01_14/_mg_5372/_MG_5372_l.jpg?width=2000&quality=90,1,Antique French Ship Doors,FALSE,Antique French Ship Doors | Antique Furniture Co.,This authentic antique pair of curved ship doors came from a very old vessel. The doors are curved at bottom as if fitted for a sailing ship. Made of oak p,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
antique-french-ship-doors,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/01_13/org__mg_5377_1/ORG_ORG__MG_5377_1.jpg?width=2000&quality=90,2,Antique French Ship Doors - Image 2,,,,,,,,,,,,,,,,,,,,
four-piece-antique-copper-mixing-bowl-set,Four-Piece Antique Copper Mixing Bowl Set,"<p>Four copper mixing bowls of graduating sizes: 14.5 x 7, 12 x 6, 10 x 5.25, 8.5 x 4.5, with brass loop hanging handles.</p><p><strong>Materials:</strong> Copper</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century American More Dining and Entertaining</p>",Antique Furniture Co.,Home & Garden > Decor > Vases,Decorative Vessel,"20th Century, Antique, Copper",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-075,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/10_15/org_img_8344/ORG_ORG_IMG_8344.jpeg?width=2000&quality=90,1,Four-Piece Antique Copper Mixing Bowl Set,FALSE,Four-Piece Antique Copper Mixing Bowl Set | Antique Furniture Co.,"Four copper mixing bowls of graduating sizes: 14.5 x 7, 12 x 6, 10 x 5.25, 8.5 x 4.5, with brass loop hanging handles.",Home & Garden > Decor > Vases,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
french-renaissance-style-carved-oak-armoire,French Renaissance Style Carved Oak Armoire,"<p>This 19th century continental armoire with two three paneled doors featuring portrait bust oval framed carvings, bobbin turned pilasters terminate with masks on the foliate decorated...</p><p><strong>Materials:</strong> Oak</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century Renaissance Revival Wardrobes and Armoires</p>",Antique Furniture Co.,Furniture > Cabinets & Storage,Cabinet,"19th Century, Antique, French, Oak",TRUE,Title,Default Title,,,,,ANT-CABINET-076,50000,shopify,1,deny,manual,11000,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/49_13/984174/ORG_984174.jpg?width=2000&quality=90,1,French Renaissance Style Carved Oak Armoire,FALSE,French Renaissance Style Carved Oak Armoire | Antique Furniture Co.,"This 19th century continental armoire with two three paneled doors featuring portrait bust oval framed carvings, bobbin turned pilasters terminate with mas",Furniture > Cabinets & Storage,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
victorian-tortoise-shell-bamboo-and-woven-cane-plant-stand,Victorian Tortoise Shell Bamboo and Woven Cane Plant Stand,"<p>Victorian plant stand, bamboo framing with tortoise shell finish, woven cane on top and lower shelf.</p><p><strong>Materials:</strong> Bamboo</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century British Side Tables</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Victorian, 19th Century, Antique, Bamboo",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-077,5000,shopify,1,deny,manual,2200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/22_13/bambootable_sq4/BambooTable_sq4_l.jpg?width=2000&quality=90,1,Victorian Tortoise Shell Bamboo and Woven Cane Plant Stand,FALSE,Victorian Tortoise Shell Bamboo and Woven Cane Pla | Antique Furniture Co.,"Victorian plant stand, bamboo framing with tortoise shell finish, woven cane on top and lower shelf.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
victorian-tortoise-shell-bamboo-and-woven-cane-plant-stand,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/22_13/bambootable_sq/ORG_BambooTable_sq.jpg?width=2000&quality=90,2,Victorian Tortoise Shell Bamboo and Woven Cane Plant Stand - Image 2,,,,,,,,,,,,,,,,,,,,
victorian-tortoise-shell-bamboo-and-woven-cane-plant-stand,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/22_13/bambootable_sq/XXX_BambooTable_sq_A-01.jpg?width=2000&quality=90,3,Victorian Tortoise Shell Bamboo and Woven Cane Plant Stand - Image 3,,,,,,,,,,,,,,,,,,,,
royalshire-crocodile-suitcase,Royalshire Crocodile Suitcase,"<p>Crocodile suitcase.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century British Luggage Racks</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-078,5000,shopify,1,deny,manual,3200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/06_14/1011538/1011538_l_s.jpg?width=2000&quality=90,1,Royalshire Crocodile Suitcase,FALSE,Royalshire Crocodile Suitcase | Antique Furniture Co.,Crocodile suitcase.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
biedermeier-style-vitrine-art-deco-cabinet,Biedermeier Style Vitrine Art Deco Cabinet,"<p>Biedermeier style Art Deco vitrine, bowed front with two hinged doors with key escutcheons, arched tracery and carved deco motif centered with a heart on each door. Veneered case wit...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century French Art Deco Vitrines</p>",Antique Furniture Co.,Furniture > Cabinets & Storage,Cabinet,"Art Deco, 20th Century, French",TRUE,Title,Default Title,,,,,ANT-CABINET-079,50000,shopify,1,deny,manual,3500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/14_14/1103292/ORG_1103292.jpg?width=2000&quality=90,1,Biedermeier Style Vitrine Art Deco Cabinet,FALSE,Biedermeier Style Vitrine Art Deco Cabinet | Antique Furniture Co.,"Biedermeier style Art Deco vitrine, bowed front with two hinged doors with key escutcheons, arched tracery and carved deco motif centered with a heart on e",Furniture > Cabinets & Storage,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
framed-hand-carved-sandalwood-fan-with-hand-painted-screen,Framed Hand-Carved Sandalwood Fan with Hand Painted Screen,"<p>Fan is a colored etching of baroque scene of company of European folks taking tea with hookah pipes on a hand-carved sandalwood fan. Signed by maker. Old fan framed in the 1970s.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century Chinese Baroque Paintings and Screens</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, Chinese",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-080,5000,shopify,1,deny,manual,1800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/fan_detail3/Fan_detail3_l.jpg?width=2000&quality=90,1,Framed Hand-Carved Sandalwood Fan with Hand Painted Screen,FALSE,Framed Hand-Carved Sandalwood Fan with Hand Painte | Antique Furniture Co.,Fan is a colored etching of baroque scene of company of European folks taking tea with hookah pipes on a hand-carved sandalwood fan. Signed by maker. Old f,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
framed-hand-carved-sandalwood-fan-with-hand-painted-screen,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/44_13/902053/ORG_902053.jpg?width=2000&quality=90,2,Framed Hand-Carved Sandalwood Fan with Hand Painted Screen - Image 2,,,,,,,,,,,,,,,,,,,,
rustic-vintage-side-table-with-drawer,Rustic Vintage Side Table with Drawer,"<p>Country style farm table with drawer in apron, coffee table height, distressed green milk paint finish on pine.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century American Primitive Coffee and Cocktail Tables</p>",Antique Furniture Co.,Furniture > Tables,Table,"19th Century, Antique, Vintage, Rustic",TRUE,Title,Default Title,,,,,ANT-TABLE-081,25000,shopify,1,deny,manual,700,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/14_14/1103276/1103276_l_s.jpg?width=2000&quality=90,1,Rustic Vintage Side Table with Drawer,FALSE,Rustic Vintage Side Table with Drawer | Antique Furniture Co.,"Country style farm table with drawer in apron, coffee table height, distressed green milk paint finish on pine.",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
tribal-runner,Tribal Runner,"<p>Tribal style runner with geometric floral motifs and a triple band border in colors of red, orange, blue and turquoise.</p><p><strong>Materials:</strong> Wool</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique Late 19th Century Asian Tabriz More Carpets</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Asian, 19th Century, Antique, Wool",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-082,5000,shopify,1,deny,manual,4200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/50_14/org_redtribalrunner/RedTribalRunner_l_s.jpeg?width=2000&quality=90,1,Tribal Runner,FALSE,Tribal Runner | Antique Furniture Co.,"Tribal style runner with geometric floral motifs and a triple band border in colors of red, orange, blue and turquoise.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-grosfield-house-walnut-cafe-tables,Pair of Grosfield House Walnut Cafe Tables,"<p>This pair of Grosfield House tables are raised on square bases with carved volutes and egg and dart molding. Square fluted shaft supports a square top with carved rope molding around...</p><p><strong>Materials:</strong> Gold</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1940s American Neoclassical Tables</p>",Antique Furniture Co.,Furniture > Tables,Table,Gold,TRUE,Title,Default Title,,,,,ANT-TABLE-083,25000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/49_14/roman_cafe_tables7/roman_Cafe_tables7_l.jpeg?width=2000&quality=90,1,Pair of Grosfield House Walnut Cafe Tables,FALSE,Pair of Grosfield House Walnut Cafe Tables | Antique Furniture Co.,This pair of Grosfield House tables are raised on square bases with carved volutes and egg and dart molding. Square fluted shaft supports a square top with,Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-grosfield-house-walnut-cafe-tables,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/50_14/org_roman_cafe_tables/ORG_roman_Cafe_tables-1.jpeg?width=2000&quality=90,2,Pair of Grosfield House Walnut Cafe Tables - Image 2,,,,,,,,,,,,,,,,,,,,
pair-of-grosfield-house-walnut-cafe-tables,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/50_14/org_roman_cafe_tables/ORG_roman_Cafe_tables_s.jpeg?width=2000&quality=90,3,Pair of Grosfield House Walnut Cafe Tables - Image 3,,,,,,,,,,,,,,,,,,,,
spanish-colonial-style-credenza,Spanish Colonial Style Credenza,"<p>Spanish style three-door credenza, straight legs with scalloped apron, paneled doors with brass pulls and barrel hinges, traces of old paint remain.</p><p><strong>Materials:</strong> Brass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1970s American Rancho Monterey Credenzas</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Colonial, Brass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-084,5000,shopify,1,deny,manual,4200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/14_14/1103284/ORG_1103284.jpg?width=2000&quality=90,1,Spanish Colonial Style Credenza,FALSE,Spanish Colonial Style Credenza | Antique Furniture Co.,"Spanish style three-door credenza, straight legs with scalloped apron, paneled doors with brass pulls and barrel hinges, traces of old paint remain.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
hollywood-regency-mid-century-two-piece-cane-back-sofa,Hollywood Regency Mid-Century Two-Piece Cane Back Sofa,"<p>Beautiful Mid-Century two-piece sectional sofa, French style carved frame with square tapered legs and rosettes, striated cream and gold painted finish, cane backs and ivory colored ...</p><p><strong>Materials:</strong> Cane, Wood</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century Unknown Sectional Sofas</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Mid-Century, 20th Century, Cane, Wood, Regency, Hollywood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-085,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/3663232/f_4051241471293121725/ORG_ORG_MG_5447_1_s.jpg?width=2000&quality=90,1,Hollywood Regency Mid-Century Two-Piece Cane Back Sofa,FALSE,Hollywood Regency Mid-Century Two-Piece Cane Back  | Antique Furniture Co.,"Beautiful Mid-Century two-piece sectional sofa, French style carved frame with square tapered legs and rosettes, striated cream and gold painted finish, ca",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
minoan-style-painted-canvas-by-heather-wilson,Minoan Style Painted Canvas by Heather Wilson,"<p>Painted canvas floor cloth or wall hanging featuring Minoan style maidens carrying vessels of olive oil or wine as an offering to the Gods who's faces appear above and below, a serie...</p><p><strong>Materials:</strong> Canvas</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Late 20th Century North American Classical Greek Paintings</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Canvas",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-086,5000,shopify,1,deny,manual,1440,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/49_14/minoan_tapestry2/Minoan_Tapestry2_l.jpeg?width=2000&quality=90,1,Minoan Style Painted Canvas by Heather Wilson,FALSE,Minoan Style Painted Canvas by Heather Wilson | Antique Furniture Co.,Painted canvas floor cloth or wall hanging featuring Minoan style maidens carrying vessels of olive oil or wine as an offering to the Gods who's faces appe,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
minoan-style-painted-canvas-by-heather-wilson,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/50_14/org_minoan_tapestry/ORG_ORG_Minoan_Tapestry.jpeg?width=2000&quality=90,2,Minoan Style Painted Canvas by Heather Wilson - Image 2,,,,,,,,,,,,,,,,,,,,
minoan-style-painted-canvas-by-heather-wilson,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/50_14/org_minoan_tapestry/Minoan_Tapestry_l_s.jpeg?width=2000&quality=90,3,Minoan Style Painted Canvas by Heather Wilson - Image 3,,,,,,,,,,,,,,,,,,,,
mid-19th-century-carved-chinese-altar-table,Mid-19th Century Carved Chinese Altar Table,"<p>Carved Chinese altar table in rubbed through red cinnabar lacquer on wood, brackets supporting top have pierced wave scroll motifs, end panels connecting legs have similar decorative...</p><p><strong>Materials:</strong> Wood</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 1860s Chinese Chinoiserie Console Tables</p>",Antique Furniture Co.,Furniture > Tables,Table,"19th Century, Antique, Chinese, Wood",TRUE,Title,Default Title,,,,,ANT-TABLE-087,25000,shopify,1,deny,manual,6800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/50_14/1455312/ORG_1455312.jpeg?width=2000&quality=90,1,Mid-19th Century Carved Chinese Altar Table,FALSE,Mid-19th Century Carved Chinese Altar Table | Antique Furniture Co.,"Carved Chinese altar table in rubbed through red cinnabar lacquer on wood, brackets supporting top have pierced wave scroll motifs, end panels connecting l",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-early-african-grass-grain-baskets,Pair of Early African Grass Grain Baskets,"<p>Pair of early African grain baskets.</p><p><strong>Materials:</strong> Paint</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 18th Century and Earlier African Folk Art Bowls and Baskets</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"African, Antique, 18th Century, Paint",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-088,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/248/XXX_8899_1319747119_1-01.jpg?width=2000&quality=90,1,Pair of Early African Grass Grain Baskets,FALSE,Pair of Early African Grass Grain Baskets | Antique Furniture Co.,Pair of early African grain baskets.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
small-indian-dowery-chest,Small Indian Dowery Chest,"<p>Indian dowery chest with lotus, bird and tree designs in pink and green tones, hand-carved with hinged door trap in seat. May be used as child's bench. Handmade folk piece composed o...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1960s Indian Blanket Chests</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,Indian,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-089,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/42_13/smallchest2/SmallChest2_l.jpg?width=2000&quality=90,1,Small Indian Dowery Chest,FALSE,Small Indian Dowery Chest | Antique Furniture Co.,"Indian dowery chest with lotus, bird and tree designs in pink and green tones, hand-carved with hinged door trap in seat. May be used as child's bench. Han",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
small-indian-dowery-chest,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/44_13/938592/ORG_938592.jpg?width=2000&quality=90,2,Small Indian Dowery Chest - Image 2,,,,,,,,,,,,,,,,,,,,
antique-mounted-mule-deer-antler-trophy,Antique Mounted Mule Deer Antler Trophy,"<p>Nice 19th-century mounting of deer antlers on a shaped and molded wood plaque with cut green felt trim applied around the base of the antlers and all around the edges of the skull.</p><p><strong>Materials:</strong> Wood</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 1890s North American Wall-mounted Sculptures</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Antique, Wood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-090,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/50_14/1455272/1455272_l_s.jpeg?width=2000&quality=90,1,Antique Mounted Mule Deer Antler Trophy,FALSE,Antique Mounted Mule Deer Antler Trophy | Antique Furniture Co.,Nice 19th-century mounting of deer antlers on a shaped and molded wood plaque with cut green felt trim applied around the base of the antlers and all aroun,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
fabulous-turquoise-rattan-bench,Fabulous Turquoise Rattan Bench,"<p>Wonderful caning and rattan. Great color!</p><p><strong>Materials:</strong> Rattan</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Mid-20th Century American More Furniture and Collectibles</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Rattan",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-091,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/1121189/f_28279521456837043687/2827952_s.jpeg?width=2000&quality=90,1,Fabulous Turquoise Rattan Bench,FALSE,Fabulous Turquoise Rattan Bench | Antique Furniture Co.,Wonderful caning and rattan. Great color!,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
mid-century-indian-parasol,Mid-Century Indian Parasol,"<p>Bright orange parasol from India with black cap and cane stem.</p><p><strong>Materials:</strong> Cane, Teak, Wood</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1970s Indian Umbrella Stands</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Mid-Century, Indian, Cane, Teak, Wood",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-092,5000,shopify,1,deny,manual,680,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/22_14/umbrella/umbrella_l.jpeg?width=2000&quality=90,1,Mid-Century Indian Parasol,FALSE,Mid-Century Indian Parasol | Antique Furniture Co.,Bright orange parasol from India with black cap and cane stem.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
mid-century-indian-parasol,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/23_14/1170258/ORG_1170258.jpeg?width=2000&quality=90,2,Mid-Century Indian Parasol - Image 2,,,,,,,,,,,,,,,,,,,,
mid-century-indian-parasol,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/23_14/1170258/1170258_l_s.jpeg?width=2000&quality=90,3,Mid-Century Indian Parasol - Image 3,,,,,,,,,,,,,,,,,,,,
set-of-four-art-deco-stained-glass-windows,Set of Four Art Deco Stained Glass Windows,"<p>Oak framed, early Art Deco style stained glass windows with colored glass in shades of salmon, emerald, olive and clear.</p><p><strong>Materials:</strong> Stained Glass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century American Windows</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Art Deco, 20th Century, Stained Glass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-093,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/23_14/1170252/ORG_1170252.jpeg?width=2000&quality=90,1,Set of Four Art Deco Stained Glass Windows,FALSE,Set of Four Art Deco Stained Glass Windows | Antique Furniture Co.,"Oak framed, early Art Deco style stained glass windows with colored glass in shades of salmon, emerald, olive and clear.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
